oslid,csign,Actual,csignLabel,validLabel(T_F),cdli_label
o0000344,http://www.wikidata.org/entity/Q122915558,LAK027,CUNEIFORM SIGN LAK-027,,
o0000345,http://www.wikidata.org/entity/Q122915566,LAK028,CUNEIFORM SIGN LAK-028,,
o0000362,http://www.wikidata.org/entity/Q122915572,LAK037,CUNEIFORM SIGN LAK-037,,
o0025810,http://www.wikidata.org/entity/Q122905411,LAK046a,CUNEIFORM SIGN LAK-046a,,
,http://www.wikidata.org/entity/Q122917058,LAK077,CUNEIFORM SIGN LAK-077,,
o0000310,http://www.wikidata.org/entity/Q122902110,LAK093,CUNEIFORM SIGN LAK-093,,
o0025817,http://www.wikidata.org/entity/Q122902133,LAK099,CUNEIFORM SIGN LAK-099,,
o0000312,http://www.wikidata.org/entity/Q122902170,LAK120,CUNEIFORM SIGN LAK-120,,
o0000315,http://www.wikidata.org/entity/Q122902320,LAK132,CUNEIFORM SIGN LAK-132,,
o0025818,http://www.wikidata.org/entity/Q122902327,LAK141,CUNEIFORM SIGN LAK-141,,
o0000317,http://www.wikidata.org/entity/Q122902381,LAK151,CUNEIFORM SIGN LAK-151,,
o0000320,http://www.wikidata.org/entity/Q122902390,LAK195,CUNEIFORM SIGN LAK-195,,
o0025729,http://www.wikidata.org/entity/Q122902411,LAK202,CUNEIFORM SIGN LAK-202,,
o0025822,http://www.wikidata.org/entity/Q122902481,LAK203,CUNEIFORM SIGN LAK-203,,
o0221917,http://www.wikidata.org/entity/Q122902494,LAK205,CUNEIFORM SIGN LAK-205,,
o0000325,http://www.wikidata.org/entity/Q122904676,LAK213,CUNEIFORM SIGN LAK-213,,
o0000328,http://www.wikidata.org/entity/Q122902707,LAK222,CUNEIFORM SIGN LAK-222,,
o0000331,http://www.wikidata.org/entity/Q122903428,LAK231,CUNEIFORM SIGN LAK-231,,
o0025731,http://www.wikidata.org/entity/Q122903443,LAK234,CUNEIFORM SIGN LAK-234,,
,http://www.wikidata.org/entity/Q122923759,LAK239,CUNEIFORM SIGN LAK-239,,
o0000334,http://www.wikidata.org/entity/Q122903470,LAK241,CUNEIFORM SIGN LAK-241,,
,http://www.wikidata.org/entity/Q122947709,LAK244,CUNEIFORM SIGN LAK-244,,
o0000336,http://www.wikidata.org/entity/Q122903487,LAK246,CUNEIFORM SIGN LAK-246,,
o0025828,http://www.wikidata.org/entity/Q122903507,LAK248b,CUNEIFORM SIGN LAK-248b,,
o0000339,http://www.wikidata.org/entity/Q122903556,LAK252,CUNEIFORM SIGN LAK-252,,
o0025860,http://www.wikidata.org/entity/Q122903565,LAK256,CUNEIFORM SIGN LAK-256,,
o0000340,http://www.wikidata.org/entity/Q122903605,LAK262,CUNEIFORM SIGN LAK-262,,
o0000346,http://www.wikidata.org/entity/Q122903630,LAK286,CUNEIFORM SIGN LAK-286,,
o0000347,http://www.wikidata.org/entity/Q122903637,LAK287,CUNEIFORM SIGN LAK-287,,
o0000348,http://www.wikidata.org/entity/Q122903648,LAK298,CUNEIFORM SIGN LAK-298,,
o0000351,http://www.wikidata.org/entity/Q122903659,LAK315,CUNEIFORM SIGN LAK-315,,
,http://www.wikidata.org/entity/Q122923878,LAK332,CUNEIFORM SIGN LAK-332,,
o0000354,http://www.wikidata.org/entity/Q122903675,LAK336,CUNEIFORM SIGN LAK-336,,
o0025839,http://www.wikidata.org/entity/Q122903685,LAK340,CUNEIFORM SIGN LAK-340,,
o0025841,http://www.wikidata.org/entity/Q122903697,LAK363,CUNEIFORM SIGN LAK-363,,
o0000361,http://www.wikidata.org/entity/Q122936812,LAK369,CUNEIFORM SIGN LAK-369,,
o0025842,http://www.wikidata.org/entity/Q122936853,LAK380,CUNEIFORM SIGN LAK-380,,
o0000366,http://www.wikidata.org/entity/Q122903710,LAK387,CUNEIFORM SIGN LAK-387,,
o0025844,http://www.wikidata.org/entity/Q122903783,LAK407,CUNEIFORM SIGN LAK-407,,
o0000370,http://www.wikidata.org/entity/Q122903791,LAK408,CUNEIFORM SIGN LAK-408,,
o0000371,http://www.wikidata.org/entity/Q122903809,LAK409,CUNEIFORM SIGN LAK-409,,
o0000372,http://www.wikidata.org/entity/Q122903835,LAK410,CUNEIFORM SIGN LAK-410,,
o0025846,http://www.wikidata.org/entity/Q122903846,LAK416,CUNEIFORM SIGN LAK-416,,
o0025848,http://www.wikidata.org/entity/Q122903855,LAK431,CUNEIFORM SIGN LAK-431,,
o0027544,http://www.wikidata.org/entity/Q122903862,LAK444,CUNEIFORM SIGN LAK-444,,
o0027545,http://www.wikidata.org/entity/Q122903870,LAK445,CUNEIFORM SIGN LAK-445,,
o0000376,http://www.wikidata.org/entity/Q122903880,LAK453,CUNEIFORM SIGN LAK-453,,
o0027547,http://www.wikidata.org/entity/Q122903892,LAK456,CUNEIFORM SIGN LAK-456,,
o0000381,http://www.wikidata.org/entity/Q122903953,LAK471,CUNEIFORM SIGN LAK-471,,
o0221890,http://www.wikidata.org/entity/Q122903967,LAK496,CUNEIFORM SIGN LAK-496,,
o0000388,http://www.wikidata.org/entity/Q122915296,LAK498,CUNEIFORM SIGN LAK-498,,
o0000391,http://www.wikidata.org/entity/Q122905391,LAK500,CUNEIFORM SIGN LAK-500,,
o0027548,http://www.wikidata.org/entity/Q123248014,LAK508,CUNEIFORM SIGN LAK-508,,
o0000394,http://www.wikidata.org/entity/Q122915257,LAK526,CUNEIFORM SIGN LAK-526,,
o0000396,http://www.wikidata.org/entity/Q122904466,LAK539,CUNEIFORM SIGN LAK-539,,
o0025735,http://www.wikidata.org/entity/Q122904445,LAK546,CUNEIFORM SIGN LAK-546,,
o0000398,http://www.wikidata.org/entity/Q122904243,LAK558,CUNEIFORM SIGN LAK-558,,
o0000399,http://www.wikidata.org/entity/Q122915148,LAK605,CUNEIFORM SIGN LAK-605,,
o0000401,http://www.wikidata.org/entity/Q122904325,LAK607,CUNEIFORM SIGN LAK-607,,
o0000406,http://www.wikidata.org/entity/Q122904299,LAK638,CUNEIFORM SIGN LAK-638,,
o0027550,http://www.wikidata.org/entity/Q122904282,LAK643,CUNEIFORM SIGN LAK-643,,
o0000407,http://www.wikidata.org/entity/Q122904289,LAK646,CUNEIFORM SIGN LAK-646,,
o0000410,http://www.wikidata.org/entity/Q122915021,LAK708,CUNEIFORM SIGN LAK-708,,
o0025852,http://www.wikidata.org/entity/Q122904088,LAK712,CUNEIFORM SIGN LAK-712,,
o0027551,http://www.wikidata.org/entity/Q122904097,LAK722,CUNEIFORM SIGN LAK-722,,
o0000414,http://www.wikidata.org/entity/Q122904108,LAK748,CUNEIFORM SIGN LAK-748,,
o0000416,http://www.wikidata.org/entity/Q122904123,LAK764,CUNEIFORM SIGN LAK-764,,
o0018528,http://www.wikidata.org/entity/Q122904132,LAK765,CUNEIFORM SIGN LAK-765,,
o0027553,http://www.wikidata.org/entity/Q122904139,LAK773,CUNEIFORM SIGN LAK-773,,
o0000417,http://www.wikidata.org/entity/Q122904151,LAK774,CUNEIFORM SIGN LAK-774,,
o0021461,http://www.wikidata.org/entity/Q122904176,LAK779,CUNEIFORM SIGN LAK-779,,
,http://www.wikidata.org/entity/Q122938817,LAK786,CUNEIFORM SIGN LAK-786,,
o0027557,http://www.wikidata.org/entity/Q122904188,LAK804,CUNEIFORM SIGN LAK-804,,
o0027559,http://www.wikidata.org/entity/Q122904202,LAK805,CUNEIFORM SIGN LAK-805,,
o0027561,http://www.wikidata.org/entity/Q122904209,LAK806,CUNEIFORM SIGN LAK-806,,
o0000419,http://www.wikidata.org/entity/Q122904218,LAK811,CUNEIFORM SIGN LAK-811,,
o0000420,http://www.wikidata.org/entity/Q122904223,LAK812,CUNEIFORM SIGN LAK-812,,
o0025858,http://www.wikidata.org/entity/Q122904233,LAK821,CUNEIFORM SIGN LAK-821,,
o0027709,http://www.wikidata.org/entity/Q124980818,𒇲×𒁹,CUNEIFORM SIGN LAL TIMES DISH  (𒇲 × 𒁹),,
o0027628,http://www.wikidata.org/entity/Q122914779,𒇲×𒆸,CUNEIFORM SIGN LAL TIMES LAGAB (𒇲 × 𒆸),,
o0001889,http://www.wikidata.org/entity/Q122925330,𒇲𒉌,CUNEIFORM SIGN LAL.NI (𒇲 & 𒉌),,
o0001890,http://www.wikidata.org/entity/Q122925353,𒇲𒊬,CUNEIFORM SIGN LAL.SAR (𒇲 & 𒊬),,
o0027630,http://www.wikidata.org/entity/Q121512050,𒇳×𒁺,CUNEIFORM SIGN LAL2 TIMES DU (𒇳 × 𒁺),,
,http://www.wikidata.org/entity/Q123165568,𒇳×𒂡,CUNEIFORM SIGN LAL2 TIMES EZEN (𒇳 × 𒂡),,
o0031802,http://www.wikidata.org/entity/Q121512291,𒇳×𒆸,CUNEIFORM SIGN LAL2 TIMES LAGAB (𒇳 × 𒆸),,
o0031804,http://www.wikidata.org/entity/Q121512192,𒇳×𒊬,CUNEIFORM SIGN LAL2 TIMES SAR (𒇳 × 𒊬),,
,http://www.wikidata.org/entity/Q120349239,𒑖𒉽,CUNEIFORM SIGN LAL2 VARIANT (𒑖 & 𒉽),,
o0001495,http://www.wikidata.org/entity/Q120303163,𒅆𒂠,CUNEIFORM SIGN LIBIR (𒅆 & 𒂠),,
o0002819,http://www.wikidata.org/entity/Q120351811,𒋙𒌍,CUNEIFORM SIGN LIL3 (𒋙 & 𒌍),,
o0002818,http://www.wikidata.org/entity/Q120351274,𒋙𒉈,CUNEIFORM SIGN LIL5 (𒋙 & 𒉈),,
,http://www.wikidata.org/entity/Q121510846,𒈕@sg,CUNEIFORM SIGN LU2 SHESHIG GUNU (𒈕@sg),,
,http://www.wikidata.org/entity/Q123159640,𒇽×𒉿,CUNEIFORM SIGN LU2 TIMES GESHTU (𒇽 × 𒉿),,
o0031580,http://www.wikidata.org/entity/Q124978816,𒇽×𒅖,CUNEIFORM SIGN LU2 TIMES ISH (𒇽 × 𒅖),,
o0028029,http://www.wikidata.org/entity/Q124978881,𒇽×𒇸,CUNEIFORM SIGN LU2 TIMES LIL (𒇽 × 𒇸),,
o0001986,http://www.wikidata.org/entity/Q124978846,𒇽×𒊮,CUNEIFORM SIGN LU2 TIMES SHA3 (𒇽 × 𒊮),,
o0001922,http://www.wikidata.org/entity/Q124978974,𒈜×𒊺,CUNEIFORM SIGN LUL TIMES SHE (𒈜 × 𒊺),,
o0001925,http://www.wikidata.org/entity/Q120353698,𒈞𒋙,CUNEIFORM SIGN LUM OVER LUM & SHU2 (𒈞 & 𒋙),,
,http://www.wikidata.org/entity/Q123159645,𒈠×𒀀,CUNEIFORM SIGN MA TIMES A (𒈠 × 𒀀),,
o0000447,http://www.wikidata.org/entity/Q124824309,𒈤@g,CUNEIFORM SIGN MAH GUNU (𒈤@g),,
,http://www.wikidata.org/entity/Q123159652,𒈤×𒇻𒄾,CUNEIFORM SIGN MAH TIMES GUKKAL (𒈤 × (𒇻 & 𒄾)),,
,http://www.wikidata.org/entity/Q123159660,𒈤×𒄩,CUNEIFORM SIGN MAH TIMES HA (𒈤 × 𒄩),,
,http://www.wikidata.org/entity/Q123159665,𒈤×𒈦,CUNEIFORM SIGN MAH TIMES MASH (𒈤 × 𒈦),,
,http://www.wikidata.org/entity/Q123159750,𒈤×𒊩,CUNEIFORM SIGN MAH TIMES SAL (𒈤 × 𒊩),,
,http://www.wikidata.org/entity/Q123227218,𒈤×𒋡×𒌢,CUNEIFORM SIGN MAH TIMES SILA3 TIMES UMBIN (𒈤 × 𒋡 × 𒌢),,
,http://www.wikidata.org/entity/Q123159759,𒈤×𒌆,CUNEIFORM SIGN MAH TIMES TUG2 (𒈤 × 𒌆),,
,http://www.wikidata.org/entity/Q123159799,𒈤×𒍚,CUNEIFORM SIGN MAH TIMES UD5 (𒈤 × 𒍚),,
,http://www.wikidata.org/entity/Q123159837,𒈤×𒌨,CUNEIFORM SIGN MAH TIMES UR (𒈤 × 𒌨),,
,http://www.wikidata.org/entity/Q123159862,𒈤×𒁭,CUNEIFORM SIGN MAH TIMES UTUA (𒈤 × 𒁭),,
,http://www.wikidata.org/entity/Q123227274,𒈥×𒆸×𒂠,CUNEIFORM SIGN MAR TIMES LAGAB TIMES SHE3 (𒈥 × 𒆸 × 𒂠),,
,http://www.wikidata.org/entity/Q123159889,𒈥×𒊺,CUNEIFORM SIGN MAR TIMES SHE (𒈥 × 𒊺),,
,http://www.wikidata.org/entity/Q123227319,𒈦𒃷,CUNEIFORM SIGN MASH.GAN2 (𒈦 & 𒃷),,
o0001999,http://www.wikidata.org/entity/Q120270029,𒈦𒎙,CUNEIFORM SIGN MASH.MAN (𒈦 & 𒎙),,
o0027568,http://www.wikidata.org/entity/Q122933330,𒈧@g,CUNEIFORM SIGN MASH2 GUNU (𒈧@g),,
o0002177,http://www.wikidata.org/entity/Q122434048,𒉺𒁽,CUNEIFORM SIGN MASHKIM (𒉺 & 𒁽),,
o0002385,http://www.wikidata.org/entity/Q120271934,𒋰𒆲,CUNEIFORM SIGN MEGIDDA2 (𒋰 & 𒆲),,
,http://www.wikidata.org/entity/Q120348147,𒈫𒌍,CUNEIFORM SIGN MIN & U U U (𒈫 & 𒌍),,
o0037936,http://www.wikidata.org/entity/Q124980445,𒈫×𒅆,CUNEIFORM SIGN MIN TIMES IGI (𒈫 × 𒅆),,
o0001466,http://www.wikidata.org/entity/Q120270213,𒄷𒄭,CUNEIFORM SIGN MUD (𒄷 & 𒄭),,
o0031846,http://www.wikidata.org/entity/Q123159919,𒉯@g,CUNEIFORM SIGN MUD3 GUNU (𒉯@g),,
,http://www.wikidata.org/entity/Q120306085,𒋁𒋦,CUNEIFORM SIGN MUNSHUB2 (𒋁 & 𒋦),,
,http://www.wikidata.org/entity/Q121511782,𒊩𒌇,CUNEIFORM SIGN MUNUS & TUK (𒊩 & 𒌇),,
o0002310,http://www.wikidata.org/entity/Q120353112,𒊩𒇬,CUNEIFORM SIGN MUNUS.LAGAR (𒊩 & 𒇬),,
o0027570,http://www.wikidata.org/entity/Q122923551,𒊩𒇬@g,CUNEIFORM SIGN MURUB2 GUNU (𒊩𒇬@g),,
o0001061,http://www.wikidata.org/entity/Q123302167,𒂗×𒈨×𒇬,CUNEIFORM SIGN MURUB3 (𒂗 × 𒈨 × 𒇬),,
o0000465,http://www.wikidata.org/entity/Q124821574,𒈲@t,CUNEIFORM SIGN MUSH TENU (𒈲@t),,
o0199003,http://www.wikidata.org/entity/Q124980470,𒈲×𒃰,CUNEIFORM SIGN MUSH TIMES GAD (𒈲 × 𒃰),,
o0028033,http://www.wikidata.org/entity/Q125092205,𒈹×𒈹,CUNEIFORM SIGN MUSH3 TIMES MUSH3 (𒈹 × 𒈹),,
o0221895,http://www.wikidata.org/entity/Q124978278,𒈹×𒉺,CUNEIFORM SIGN MUSH3 TIMES PA (𒈹 × 𒉺),,
o0002331,http://www.wikidata.org/entity/Q123088664,𒊩𒍑𒁲,CUNEIFORM SIGN MUSSA (𒊩 & 𒍑 & 𒁲),,
,http://www.wikidata.org/entity/Q123270885,N1,CUNEIFORM SIGN N-1,,
,http://www.wikidata.org/entity/Q123271027,N1@g,CUNEIFORM SIGN N-1 GUNU,,
,http://www.wikidata.org/entity/Q123271425,N10,CUNEIFORM SIGN N-10,,
,http://www.wikidata.org/entity/Q123271505,N11,CUNEIFORM SIGN N-11,,
,http://www.wikidata.org/entity/Q123271647,N12,CUNEIFORM SIGN N-12,,
,http://www.wikidata.org/entity/Q123271658,N13,CUNEIFORM SIGN N-13,,
o0025756,http://www.wikidata.org/entity/Q123271668,N14,CUNEIFORM SIGN N-14,,
,http://www.wikidata.org/entity/Q123273483,N14@g,CUNEIFORM SIGN N-14 GUNU,,
,http://www.wikidata.org/entity/Q123271697,N15,CUNEIFORM SIGN N-15,,
,http://www.wikidata.org/entity/Q123273421,N16,CUNEIFORM SIGN N-16,,
,http://www.wikidata.org/entity/Q123273424,N17,CUNEIFORM SIGN N-17,,
,http://www.wikidata.org/entity/Q123273436,N18,CUNEIFORM SIGN N-18,,
o0027447,http://www.wikidata.org/entity/Q123273446,N19,CUNEIFORM SIGN N-19,,
,http://www.wikidata.org/entity/Q123270916,N2,CUNEIFORM SIGN N-2,,
,http://www.wikidata.org/entity/Q123273467,N20,CUNEIFORM SIGN N-20,,
o0025762,http://www.wikidata.org/entity/Q123273500,N22,CUNEIFORM SIGN N-22,,
o0027449,http://www.wikidata.org/entity/Q123273528,N24,CUNEIFORM SIGN N-24,,
,http://www.wikidata.org/entity/Q123273539,N25,CUNEIFORM SIGN N-25,,
,http://www.wikidata.org/entity/Q123273545,N26,CUNEIFORM SIGN N-26,,
,http://www.wikidata.org/entity/Q123273550,N27,CUNEIFORM SIGN N-27,,
,http://www.wikidata.org/entity/Q123273559,N28,CUNEIFORM SIGN N-28,,
,http://www.wikidata.org/entity/Q123273577,N29,CUNEIFORM SIGN N-29,,
,http://www.wikidata.org/entity/Q123270956,N3,CUNEIFORM SIGN N-3,,
,http://www.wikidata.org/entity/Q123273586,N30,CUNEIFORM SIGN N-30,,
,http://www.wikidata.org/entity/Q123273595,N31,CUNEIFORM SIGN N-31,,
,http://www.wikidata.org/entity/Q123273606,N32,CUNEIFORM SIGN N-32,,
,http://www.wikidata.org/entity/Q123273612,N33,CUNEIFORM SIGN N-33,,
o0027451,http://www.wikidata.org/entity/Q123273625,N34,CUNEIFORM SIGN N-34,,
,http://www.wikidata.org/entity/Q123273716,N34@g,CUNEIFORM SIGN N-34 GUNU,,
,http://www.wikidata.org/entity/Q123273727,N34@t1,CUNEIFORM SIGN N-34 TENU VARIANT 1,,
,http://www.wikidata.org/entity/Q123274226,N34@t2,CUNEIFORM SIGN N-34 TENU VARIANT 2,,
,http://www.wikidata.org/entity/Q123273653,N35,CUNEIFORM SIGN N-35,,
o0027453,http://www.wikidata.org/entity/Q123273663,N36,CUNEIFORM SIGN N-36,,
,http://www.wikidata.org/entity/Q123273675,N37,CUNEIFORM SIGN N-37,,
,http://www.wikidata.org/entity/Q123274138,N39a@g,CUNEIFORM SIGN N-39a GUNU,,
o0027445,http://www.wikidata.org/entity/Q123270982,N4,CUNEIFORM SIGN N-4,,
,http://www.wikidata.org/entity/Q123273745,N40,CUNEIFORM SIGN N-40,,
,http://www.wikidata.org/entity/Q123273772,N41,CUNEIFORM SIGN N-41,,
,http://www.wikidata.org/entity/Q123273828,N42,CUNEIFORM SIGN N-42,,
,http://www.wikidata.org/entity/Q123274341,N44,CUNEIFORM SIGN N-44,,
o0025767,http://www.wikidata.org/entity/Q123274400,N45,CUNEIFORM SIGN N-45,,
o0027459,http://www.wikidata.org/entity/Q123274558,N46,CUNEIFORM SIGN N-46,,
,http://www.wikidata.org/entity/Q123274574,N47,CUNEIFORM SIGN N-47,,
o0027463,http://www.wikidata.org/entity/Q123274581,N48,CUNEIFORM SIGN N-48,,
,http://www.wikidata.org/entity/Q123274602,N49,CUNEIFORM SIGN N-49,,
,http://www.wikidata.org/entity/Q123271015,N5,CUNEIFORM SIGN N-5,,
o0025769,http://www.wikidata.org/entity/Q123274606,N50,CUNEIFORM SIGN N-50,,
,http://www.wikidata.org/entity/Q123274618,N51,CUNEIFORM SIGN N-51,,
,http://www.wikidata.org/entity/Q123274646,N51@g,CUNEIFORM SIGN N-51 GUNU,,
,http://www.wikidata.org/entity/Q123274655,N53,CUNEIFORM SIGN N-53,,
o0027469,http://www.wikidata.org/entity/Q123274669,N54,CUNEIFORM SIGN N-54,,
,http://www.wikidata.org/entity/Q123274678,N55,CUNEIFORM SIGN N-55,,
,http://www.wikidata.org/entity/Q123274693,N56,CUNEIFORM SIGN N-56,,
o0025701,http://www.wikidata.org/entity/Q123274729,N57,CUNEIFORM SIGN N-57,,
o0027175,http://www.wikidata.org/entity/Q123274827,N58,CUNEIFORM SIGN N-58,,
,http://www.wikidata.org/entity/Q123294227,N59,CUNEIFORM SIGN N-59,,
,http://www.wikidata.org/entity/Q123294276,N60,CUNEIFORM SIGN N-60,,
,http://www.wikidata.org/entity/Q123271035,N7,CUNEIFORM SIGN N-7,,
o0025703,http://www.wikidata.org/entity/Q123271396,N8,CUNEIFORM SIGN N-8,,
,http://www.wikidata.org/entity/Q123271406,N9,CUNEIFORM SIGN N-9,,
o0031952,http://www.wikidata.org/entity/Q124978210,𒉀×𒀀,CUNEIFORM SIGN NAGA TIMES A (𒉀 × 𒀀),,
o0002056,http://www.wikidata.org/entity/Q124978239,𒉀×𒁹,CUNEIFORM SIGN NAGA TIMES DISH (𒉀 × 𒁹),,
,http://www.wikidata.org/entity/Q123159959,𒉇@g,CUNEIFORM SIGN NAM2 GUNU (𒉇@g),,
o0027201,http://www.wikidata.org/entity/Q124821650,𒉇@t,CUNEIFORM SIGN NAM2 TENU (𒉇@t),,
o0002740,http://www.wikidata.org/entity/Q121506878,𒋀𒆠,CUNEIFORM SIGN NANNA (𒋀 & 𒆠),,
,http://www.wikidata.org/entity/Q122923500,𒉈×𒆜,CUNEIFORM SIGN NE TIMES KASKAL (𒉈 × 𒆜),,
,http://www.wikidata.org/entity/Q122923665,𒉈×𒉽,CUNEIFORM SIGN NE TIMES PAP (𒉈 × 𒉽),,
o0001787,http://www.wikidata.org/entity/Q120305042,𒇧𒇧,CUNEIFORM SIGN NENNI (𒇧 & 𒇧),,
,http://www.wikidata.org/entity/Q123302447,𒄊×𒀊,CUNEIFORM SIGN NERGAL_X (𒄊 × 𒀊),,
,http://www.wikidata.org/entity/Q123159968,𒉌@g,CUNEIFORM SIGN NI GUNU (𒉌@g),,
,http://www.wikidata.org/entity/Q123260165,𒉌@g×𒄭@g,CUNEIFORM SIGN NI GUNU TIMES HI GUNU (𒉌@g  × 𒄭@g),,
o0031832,http://www.wikidata.org/entity/Q124978039,𒉌×𒄑,CUNEIFORM SIGN NI TIMES GISH (𒉌 × 𒄑),,
o0002076,http://www.wikidata.org/entity/Q122937244,𒉌𒌇,CUNEIFORM SIGN NI.TUK (𒉌 & 𒌇),,
o0002216,http://www.wikidata.org/entity/Q123089274,𒉻𒀭𒈹,CUNEIFORM SIGN NIDBA (𒉻 & 𒀭 & 𒈹),,
o0002327,http://www.wikidata.org/entity/Q120353484,𒊩𒌨,CUNEIFORM SIGN NIG (𒊩 & 𒌨),,
o0001772,http://www.wikidata.org/entity/Q120304566,𒆸𒆸,CUNEIFORM SIGN NIGIN (𒆸 & 𒆸),,
o0002472,http://www.wikidata.org/entity/Q120299003,𒌋𒌓𒆤,CUNEIFORM SIGN NIGIN3 (𒌋 & 𒌓 & 𒆤),,
o0002473,http://www.wikidata.org/entity/Q120280220,𒌋𒌓,CUNEIFORM SIGN NIGIN4 (𒌋 & 𒌓),,
o0038003,http://www.wikidata.org/entity/Q124978149,𒉏×𒂵,CUNEIFORM SIGN NIM TIMES GA (𒉏 × 𒂵),,
o0002323,http://www.wikidata.org/entity/Q120352447,𒊩𒌆,CUNEIFORM SIGN NIN (𒊩 & 𒌆),,
o0002305,http://www.wikidata.org/entity/Q120352183,𒊩𒆪,CUNEIFORM SIGN NIN9 (𒊩 & 𒆪),,
o0027883,http://www.wikidata.org/entity/Q122912562,𒉒×𒁹𒁹,CUNEIFORM SIGN NINDA2 TIMES 2(DISH) (𒉒 × 𒁹𒁹),,
o0027636,http://www.wikidata.org/entity/Q125116963,𒉒×𒀼,CUNEIFORM SIGN NINDA2 TIMES 3(ASH) (𒉒 × 𒀼),,
,http://www.wikidata.org/entity/Q123159978,𒉒×𒁀,CUNEIFORM SIGN NINDA2 TIMES BA (𒉒 × 𒁀),,
o0002099,http://www.wikidata.org/entity/Q124978174,𒉒×𒁾,CUNEIFORM SIGN NINDA2 TIMES DUB (𒉒 × 𒁾),,
,http://www.wikidata.org/entity/Q123159983,𒉒×𒂡,CUNEIFORM SIGN NINDA2 TIMES EZEN (𒉒 × 𒂡),,
,http://www.wikidata.org/entity/Q123159988,𒉒×𒃻,CUNEIFORM SIGN NINDA2 TIMES GAR (𒉒 × 𒃻),,
,http://www.wikidata.org/entity/Q123165638,𒉒×𒄴𒈨,CUNEIFORM SIGN NINDA2 TIMES GUDU4 (𒉒 × (𒄴 & 𒈨)),,
o0002110,http://www.wikidata.org/entity/Q122917091,𒉒×𒆰,CUNEIFORM SIGN NINDA2 TIMES KUL (𒉒 × 𒆰),,
,http://www.wikidata.org/entity/Q123160006,𒉒×𒈥,CUNEIFORM SIGN NINDA2 TIMES MAR (𒉒 × 𒈥),,
o0002108,http://www.wikidata.org/entity/Q124977599,𒉒×𒈪,CUNEIFORM SIGN NINDA2 TIMES MI (𒉒 × 𒈪),,
o0002119,http://www.wikidata.org/entity/Q124977717,𒉒×𒋃,CUNEIFORM SIGN NINDA2 TIMES SHID (𒉒 × 𒋃),,
o0021451,http://www.wikidata.org/entity/Q124977873,𒉒×𒋆,CUNEIFORM SIGN NINDA2 TIMES SHIM (𒉒 × 𒋆),,
o0027713,http://www.wikidata.org/entity/Q124972925,𒉒×𒌉,CUNEIFORM SIGN NINDA2 TIMES TUR (𒉒 × 𒌉),,
o0002115,http://www.wikidata.org/entity/Q124977970,𒉒×𒌑,CUNEIFORM SIGN NINDA2 TIMES U2 (𒉒 × 𒌑),,
,http://www.wikidata.org/entity/Q123165759,𒉒×𒌓,CUNEIFORM SIGN NINDA2 TIMES UD (𒉒 × 𒌓),,
,http://www.wikidata.org/entity/Q123227403,𒉒×𒌓×𒋻,CUNEIFORM SIGN NINDA2 TIMES UDU TIMES TAR (𒉒 × 𒌓 × 𒋻),,
,http://www.wikidata.org/entity/Q123260103,𒉪×𒀭,CUNEIFORM SIGN NIR TIMES AN (𒉪 × 𒀭),,
,http://www.wikidata.org/entity/Q123160015,𒉡@g,CUNEIFORM SIGN NU GUNU (𒉡@g),,
o0018543,http://www.wikidata.org/entity/Q125116938,𒉡×𒌋,CUNEIFORM SIGN NU TIMES U (𒉡 × 𒌋),,
o0002665,http://www.wikidata.org/entity/Q120266638,𒍤𒆸,CUNEIFORM SIGN NUMUN2 (𒍤 & 𒆸),,
,http://www.wikidata.org/entity/Q123165797,𒉣×𒀀,CUNEIFORM SIGN NUN TIMES A (𒉣 × 𒀀),,
o0002208,http://www.wikidata.org/entity/Q120275077,𒉺𒌆,CUNEIFORM SIGN NUSKA (𒉺 & 𒌆),,
o0002221,http://www.wikidata.org/entity/Q120266031,𒉽𒂊,CUNEIFORM SIGN PA5 (𒉽 & 𒂊),,
o0002225,http://www.wikidata.org/entity/Q120265753,𒉽𒅖,CUNEIFORM SIGN PA6 (𒉽 & 𒅖),,
o0001511,http://www.wikidata.org/entity/Q120301824,𒅆𒊒,CUNEIFORM SIGN PAD3 (𒅆 & 𒊒),,
o0027638,http://www.wikidata.org/entity/Q122935201,𒊊× 𒉺𒆸,CUNEIFORM SIGN PIRIG TIMES PA.LAGAB (𒊊 × (𒉺 & 𒆸)),,
o0027640,http://www.wikidata.org/entity/Q122912664,𒊊×𒊺,CUNEIFORM SIGN PIRIG TIMES SHE (𒊊 × 𒊺),,
o0002222,http://www.wikidata.org/entity/Q120265199,𒉽𒄬,CUNEIFORM SIGN PUSH2 (𒉽 & 𒄬),,
o0002191,http://www.wikidata.org/entity/Q122526761,𒉺𒄸𒁺,CUNEIFORM SIGN RIG7 (𒉺 & 𒄸 & 𒁺),,
o0025689,http://www.wikidata.org/entity/Q125088903,𒊒×𒆳,CUNEIFORM SIGN RU TIMES KUR (𒊒 × 𒆳),,
o0001469,http://www.wikidata.org/entity/Q120270450,𒄷𒈿,CUNEIFORM SIGN SA4 (𒄷 & 𒈿),,
o0221971,http://www.wikidata.org/entity/Q125116646,𒊨×𒈫,CUNEIFORM SIGN SAG GUNU TIMES MIN (𒊨 × 𒈫),,
,http://www.wikidata.org/entity/Q123260074,𒔮×𒉿,CUNEIFORM SIGN SAG TIMES GESHTU (𒔮 × 𒉿),,
