value_norm,Akkademia_df,CDLI_df,Cuneiml_df,Nuolenna_df,TextFabric_df,osl_df,wiki_df,oslID
1107,,,𒐞 𒐜 𒌋𒌋 𒐌,,,,,
1108,,,𒐞 𒐜 𒌋𒌋 𒐍,,,,,
1109,,,𒐞 𒐜 𒌋𒌋 𒑆,,,,,
111,,,𒐕 𒐐 𒁹,,,,,
1110,,,𒐞 𒐜 𒌍,,,,,
1111,,,𒐞 𒐜 𒌍 𒁹,,,,,
1112,,,𒐞 𒐜 𒌍 𒈫,,,,,
1113,,,𒐞 𒐜 𒌍 𒐈,,,,,
1114,,,𒐞 𒐜 𒌍 𒐉,,,,,
1115,,,𒐞 𒐜 𒌍 𒐊,,,,,
1116,,,𒐞 𒐜 𒌍 𒐋,,,,,
1117,,,𒐞 𒐜 𒌍 𒐌,,,,,
1118,,,𒐞 𒐜 𒌍 𒐍,,,,,
1119,,,𒐞 𒐜 𒌍 𒑆,,,,,
112,,,𒐕 𒐐 𒈫,,,,,
1120,,,𒐞 𒐜 𒐏,,,,,
113,,,𒐕 𒐐 𒐈,,,,,
114,,,𒐕 𒐐 𒐉,,,,,
115,,,𒐕 𒐐 𒐊,,,,,
116,,,𒐕 𒐐 𒐋,,,,,
117,,,𒐕 𒐐 𒐌,,,,,
118,,,𒐕 𒐐 𒐍,,,,,
119,,,𒐕 𒐐 𒑆,,,,,
12,,𒌋𒈫,𒌋 𒈫,𒌋𒈫,,,,
12 1,,,𒌋 𒈫 𒁹,,,,,
12 1:48,,,𒌋 𒈫 𒁹 𒐏𒐍,,,,,
120,,,𒐖,,𒈫,,,
1200,,,𒐟,,,,,
12038,,,𒐤 𒐟 𒌍 𒐍,,,,,
121,,,𒐖 𒁹,,,,,
12105,,,𒐤 𒐟 𒐕 𒐏 𒐊,,,,,
122,,,𒐖 𒈫,,,,,
12265,,,𒐤 𒐟 𒐘 𒌋𒌋 𒐊,,,,,
123,,,𒐖 𒐈,,,,,
12306,,,𒐤 𒐟 𒐙 𒐋,,,,,
124,,,𒐖 𒐉,,,,,
125,,,𒐖 𒐊,,,,,
126,,,𒐖 𒐋,,,,,
127,,,𒐖 𒐌,,,,,
128,,,𒐖 𒐍,,,,,
129,,,𒐖 𒑆,,,,,
13,,𒌋𒐈,𒌋 𒐈,𒌋𒐈,,,,
13 1,,,𒌋 𒐈 𒁹,,,,,
13 1:57,,,𒌋 𒐈 𒁹 𒐐𒐌,,,,,
130,,,𒐖 𒌋,,,,,
131,,,𒐖 𒌋 𒁹,,,,,
132,,,𒐖 𒌋 𒈫,,,,,
133,,,𒐖 𒌋 𒐈,,,,,
134,,,𒐖 𒌋 𒐉,,,,,
135,,,𒐖 𒌋 𒐊,,,,,
136,,,𒐖 𒌋 𒐋,,,,,
137,,,𒐖 𒌋 𒐌,,,,,
138,,,𒐖 𒌋 𒐍,,,,,
139,,,𒐖 𒌋 𒑆,,,,,
14,,𒌋𒐉,𒌋 𒐉,𒌋𒐉,,,,
140,,,𒐖 𒌋𒌋,,,,,
141,,,𒐖 𒌋𒌋 𒁹,,,,,
142,,,𒐖 𒌋𒌋 𒈫,,,,,
143,,,𒐖 𒌋𒌋 𒐈,,,,,
144,,,𒐖 𒌋𒌋 𒐉,,,,,
145,,,𒐖 𒌋𒌋 𒐊,,,,,
146,,,𒐖 𒌋𒌋 𒐋,,,,,
147,,,𒐖 𒌋𒌋 𒐌,,,,,
148,,,𒐖 𒌋𒌋 𒐍,,,,,
149,,,𒐖 𒌋𒌋 𒑆,,,,,
15,,𒌋𒐊,𒌋 𒐊,𒌋𒐊,𒌋𒐊,,,
150,,𒐖𒌍,𒐖 𒌍,𒐖𒌍,𒈫𒌍,,,
151,,,𒐖 𒌍 𒁹,,,,,
152,,,𒐖 𒌍 𒈫,,,,,
153,,,𒐖 𒌍 𒐈,,,,,
154,,,𒐖 𒌍 𒐉,,,,,
155,,,𒐖 𒌍 𒐊,,,,,
156,,,𒐖 𒌍 𒐋,,,,,
157,,,𒐖 𒌍 𒐌,,,,,
158,,,𒐖 𒌍 𒐍,,,,,
159,,,𒐖 𒌍 𒑆,,,,,
16,,𒌋𒐋,𒌋 𒐋,𒌋𒐋,,,,
160,,,𒐖 𒐏,,,,,
161,,,𒐖 𒐏 𒁹,,,,,
162,,,𒐖 𒐏 𒈫,,,,,
163,,,𒐖 𒐏 𒐈,,,,,
164,,,𒐖 𒐏 𒐉,,,,,
165,,,𒐖 𒐏 𒐊,,,,,
166,,,𒐖 𒐏 𒐋,,,,,
167,,,𒐖 𒐏 𒐌,,,,,
168,,,𒐖 𒐏 𒐍,,,,,
169,,,𒐖 𒐏 𒑆,,,,,
17,,𒌋𒐌,𒌋 𒐌,𒌋𒐌,,,,
170,,,𒐖 𒐐,,,,,
171,,,𒐖 𒐐 𒁹,,,,,
172,,,𒐖 𒐐 𒈫,,,,,
173,,,𒐖 𒐐 𒐈,,,,,
174,,,𒐖 𒐐 𒐉,,,,,
175,,,𒐖 𒐐 𒐊,,,,,
176,,,𒐖 𒐐 𒐋,,,,,
177,,,𒐖 𒐐 𒐌,,,,,
178,,,𒐖 𒐐 𒐍,,,,,
179,,,𒐖 𒐐 𒑆,,,,,
18,,𒌋𒐍,𒌋 𒐍,𒌋𒐍,,,,
180,,,𒐗,,,,,
1800,,,𒐠,,,,,
181,,,𒐗 𒁹,,,,,
182,,,𒐗 𒈫,,,,,
183,,,𒐗 𒐈,,,,,
184,,,𒐗 𒐉,,,,,
185,,,𒐗 𒐊,,,,,
186,,,𒐗 𒐋,,,,,
18600,,,𒐧 𒐞,,,,,
187,,,𒐗 𒐌,,,,,
188,,,𒐗 𒐍,,,,,
189,,,𒐗 𒑆,,,,,
19,,𒌋𒑆,𒌋 𒑆,𒌋𒑆,,,,
190,,,𒐗 𒌋,,,,,
191,,,𒐗 𒌋 𒁹,,,,,
192,,,𒐗 𒌋 𒈫,,,,,
193,,,𒐗 𒌋 𒐈,,,,,
194,,,𒐗 𒌋 𒐉,,,,,
195,,,𒐗 𒌋 𒐊,,,,,
196,,,𒐗 𒌋 𒐋,,,,,
197,,,𒐗 𒌋 𒐌,,,,,
198,,,𒐗 𒌋 𒐍,,,,,
199,,,𒐗 𒌋 𒑆,,,,,
2,,𒈫,𒈫,𒈫,𒈫。𒈫𒌍。𒐀,,,
2 18,,,𒈫 𒌋 𒐍,,,,,
2 eš,,,𒈫 𒌍,,,,,
2(asz),𒐀,𒐀,,,,,,
2(asz@c),𒐀,𒐀,,,,,,
2(asz@t),𒑊,𒑊,,,,,,
2(asz@t@c),𒑊,𒑊,,,,,,
2(aš),𒐀,,,𒐀,,𒐀,,
2(aš@c),𒐀,,,𒐀,,𒐀,,
2(aš@c@90),,,,,,󰁊,,
2(aš@t),𒑊,,,𒑊,,𒑊,,
2(aš@t@c),𒑊,,,𒑊,,𒑊,,
2(ban2),𒑐,𒑐,𒑐,,,,,
2(ban2@c),𒑐,𒑐,,,,,,
2(ban₂),𒑐,,,𒑐,,𒑐,,
2(ban₂@c),𒑐,,,𒑐,,𒑐,,
2(barig),𒑖,,,𒑖,,𒑖,,
2(barig)~a,,,,,,󰁊,,
2(barig@c),𒑖,,,𒑖,,󰁊,,
2(barig@v),,,,,,𒑤,,
2(bariga),𒑖,,,𒑖,,𒑖,,
2(bariga)@v,,,,,,𒑤,,
2(bariga)~a,,,,,,󰁊,,
2(bariga@c),𒑖,,,𒑖,,󰁊,,
2(bur'u),𒐵,𒐵,,,,,,
2(bur'u@c),𒐵,𒐵,,,,,,
2(bur3),𒌋𒌋,𒌋𒌋,,,,,,
2(bur3@c),𒌋𒌋,𒌋𒌋,,,,,,
2(buru),,𒐵,,𒐵,,,,
2(burʾu),𒐵,,,𒐵,,𒐵,,
2(burʾu@c),𒐵,,,𒐵,,𒐵,,
2(bur₃),𒌋𒌋,,,𒌋𒌋,,𒎙,,
2(bur₃@c),𒌋𒌋,,,𒌋𒌋,,𒑊,,
2(disz),𒈫,𒈫,𒈫,,,,,
2(disz)?,,,𒈫,,,,,
2(disz@c),𒈫,𒈫,,,,,,
2(diš),𒈫,,,𒈫,,𒈫,,
2(diš@c),𒈫,,,𒈫,,󰁊,,
2(diš@t),,,,,,None。𒑊,,
2(diš@t@c),,,,,,None,,
2(esze3),𒑙,𒑙,,,,,,
2(esze3@c),𒑙,𒑙,,,,,,
2(eše3),,,𒑙,,,,,
2(eše₃),𒑙,,,𒑙,,𒑙,,
2(eše₃@c),𒑙,,,𒑙,,𒑙,,
2(gesz'u),𒐟,𒐟,,,,,,
2(gesz'u@c),𒐟,𒐟,,,,,,
2(gesz2),𒐖,𒐖,,,,,,
2(gesz2@c),𒐖,𒐖,,,,,,
2(geszu),𒐟,𒐟,,,,,,
2(geszu@c),𒐟,𒐟,,,,,,
2(gešmin@c),,,,,,None,,
2(gešminʾu@c),,,,,,None,,
2(gešu),𒐟,,,𒐟,,𒐟,,
2(gešu@c),𒐟,,,𒐟,,𒐟,,
2(gešʾu),𒐟,,,𒐟,,𒐟,,
2(gešʾu@c),𒐟,,,𒐟,,𒐟,,
2(gešʾu@v),,,,,,󰀬,,
2(geš₂),𒐖,,,𒐖,,𒐖,,
2(geš₂@c),𒐖,,,𒐖,,𒐖,,
2(geš₂@t),,,,,,󰀠,,
2(iku),𒐀,,,𒐀,,𒐀,,
2(iku@c),,,,,,𒐀,,
2(iku@t),,,,,,None。𒑊,,
2(szar'u),𒐭,𒐭,,,,,,
2(szar'u@c),𒐭,𒐭,,,,,,
2(szar2),𒐣,𒐣,,,,,,
2(szar2@c),𒐣,𒐣,,,,,,
2(szaru),𒐭,𒐭,,,,,,
2(szaru@c),𒐭,𒐭,,,,,,
2(u),𒌋𒌋,,𒌋𒌋,𒌋𒌋,,𒎙,,
2(u@c),𒌋𒌋,,,𒌋𒌋,,𒑊,,
2(ŋešmin@c),,,,,,None,,
2(ŋešminʾu@c),,,,,,None,,
2(ŋešʾu),,,,,,𒐟,,
2(ŋešʾu@c),,,,,,𒐟,,
2(ŋešʾu@v),,,,,,󰀬,,
2(ŋeš₂),,,,,,𒐖,,
2(ŋeš₂@c),,,,,,𒐖,,
2(ŋeš₂@t),,,,,,󰀠,,
2(šargal),,,,,,𒐣,,
2(šargal@c),,,,,,𒐣,,
2(šaru),𒐭,,,𒐭,,𒐭,,
2(šaru)~a,,,,,,󰀽,,
2(šaru@c),𒐭,,,𒐭,,𒐭,,
2(šarʾu),𒐭,,,𒐭,,𒐭,,
2(šarʾu@c),𒐭,,,𒐭,,𒐭,,
2(šarʾu@v),,,,,,󰀶,,
2(šar₂),𒐣,,,𒐣,,𒐣,,
2(šar₂@c),𒐣,,,𒐣,,𒐣,,
2+1/2,,,,,𒈫𒌍,,,
2+30,,,,,𒈫𒌍,,,
2/3,,𒑛,𒑛,𒑛,𒑛,,,
2/3(aš),,,,,,𒑛,,
2/3(aš@c),,,,,,𒑞,,
2/3(aš@c@90),,,,,,𒑞,,
2/3(aš@c@v),,,,,,𒉝,,
2/3(aš@v),,,,,,𒉝,,
2/3(disz),𒑛,𒑛,,,,,,
2/3(disz@c),𒑞,𒑞,,,,,,
2/3(diš),𒑛,,,𒑛,,𒑛,,
2/3(diš)~a,,,,,,󰀖,,
2/3(diš@c),𒑞,,,𒑞,,𒑞,,
2/3(diš@t),,,,,,󰁃,,
2/3(diš@v),,,,,,󰀖,,
2/3(|ninda₂×(še.2(aš))|),,,,,,𒉝,,
2/3(|ninda₂×(še.aš.aš)|),,,,,,𒉝,,
2/4(aš@c),,,,,,󰁊,,
2/60,,,,,𒈫,,,
20,,𒌋𒌋,𒌋𒌋,𒌋𒌋,𒌋𒌋,,,
200,,𒐗𒌋𒌋,𒐗 𒌋𒌋,𒐗𒌋𒌋,,,,
201,,,𒐗 𒌋𒌋 𒁹,,,,,
202,,,𒐗 𒌋𒌋 𒈫,,,,,
2020,,,𒐠 𒐗 𒐏,,,,,
203,,,𒐗 𒌋𒌋 𒐈,,,,,
204,,,𒐗 𒌋𒌋 𒐉,,,,,
205,,,𒐗 𒌋𒌋 𒐊,,,,,
206,,,𒐗 𒌋𒌋 𒐋,,,,,
207,,,𒐗 𒌋𒌋 𒐌,,,,,
208,,,𒐗 𒌋𒌋 𒐍,,,,,
209,,,𒐗 𒌋𒌋 𒑆,,,,,
20;,,,𒌋𒌋,,,,,
21,,𒌋𒌋𒁹,𒌋𒌋 𒁹,𒌋𒌋𒁹,𒌋𒌋𒁹,,,
210,,,𒐗 𒌍,,,,,
21000,,,𒐧 𒐢,,,,,
211,,,𒐗 𒌍 𒁹,,,,,
212,,,𒐗 𒌍 𒈫,,,,,
213,,,𒐗 𒌍 𒐈,,,,,
214,,,𒐗 𒌍 𒐉,,,,,
215,,,𒐗 𒌍 𒐊,,,,,
216,,,𒐗 𒌍 𒐋,,,,,
21600,,,𒐨,,,,,
217,,,𒐗 𒌍 𒐌,,,,,
218,,,𒐗 𒌍 𒐍,,,,,
219,,,𒐗 𒌍 𒑆,,,,,
22,,𒌋𒌋𒈫,𒌋𒌋 𒈫,𒌋𒌋𒈫,,,,
220,,,𒐗 𒐏,,,,,
221,,,𒐗 𒐏 𒁹,,,,,
222,,,𒐗 𒐏 𒈫,,,,,
223,,,𒐗 𒐏 𒐈,,,,,
224,,,𒐗 𒐏 𒐉,,,,,
225,,,𒐗 𒐏 𒐊,,,,,
226,,,𒐗 𒐏 𒐋,,,,,
227,,,𒐗 𒐏 𒐌,,,,,
228,,,𒐗 𒐏 𒐍,,,,,
229,,,𒐗 𒐏 𒑆,,,,,
23,,𒌋𒌋𒐈,𒌋𒌋 𒐈,𒌋𒌋𒐈,,,,
230,,,𒐗 𒐐,,,,,
230/60,,,,,𒈫𒌍,,,
231,,,𒐗 𒐐 𒁹,,,,,
232,,,𒐗 𒐐 𒈫,,,,,
233,,,𒐗 𒐐 𒐈,,,,,
234,,,𒐗 𒐐 𒐉,,,,,
235,,,𒐗 𒐐 𒐊,,,,,
236,,,𒐗 𒐐 𒐋,,,,,
237,,,𒐗 𒐐 𒐌,,,,,
238,,,𒐗 𒐐 𒐍,,,,,
239,,,𒐗 𒐐 𒑆,,,,,
24,,𒌋𒌋𒐉,𒌋𒌋 𒐉,𒌋𒌋𒐉,,,,
240,,,𒐘,,,,,
241,,,𒐘 𒁹,,,,,
241200,,,𒊹 𒃲 𒐩,,,,,
242,,,𒐘 𒈫,,,,,
243,,,𒐘 𒐈,,,,,
244,,,𒐘 𒐉,,,,,
245,,,𒐘 𒐊,,,,,
246,,,𒐘 𒐋,,,,,
247,,,𒐘 𒐌,,,,,
248,,,𒐘 𒐍,,,,,
249,,,𒐘 𒑆,,,,,
25,,𒌋𒌋𒐊,𒌋𒌋 𒐊,𒌋𒌋𒐊,,,,
250,,,𒐘 𒌋,,,,,
251,,,𒐘 𒌋 𒁹,,,,,
252,,,𒐘 𒌋 𒈫,,,,,
253,,,𒐘 𒌋 𒐈,,,,,
254,,,𒐘 𒌋 𒐉,,,,,
255,,,𒐘 𒌋 𒐊,,,,,
256,,,𒐘 𒌋 𒐋,,,,,
257,,,𒐘 𒌋 𒐌,,,,,
258,,,𒐘 𒌋 𒐍,,,,,
259,,,𒐘 𒌋 𒑆,,,,,
26,,𒌋𒌋𒐋,𒌋𒌋 𒐋,𒌋𒌋𒐋,,,,
260,,,𒐘 𒌋𒌋,,,,,
261,,,𒐘 𒌋𒌋 𒁹,,,,,
262,,,𒐘 𒌋𒌋 𒈫,,,,,
263,,,𒐘 𒌋𒌋 𒐈,,,,,
264,,,𒐘 𒌋𒌋 𒐉,,,,,
265,,,𒐘 𒌋𒌋 𒐊,,,,,
266,,,𒐘 𒌋𒌋 𒐋,,,,,
267,,,𒐘 𒌋𒌋 𒐌,,,,,
268,,,𒐘 𒌋𒌋 𒐍,,,,,
269,,,𒐘 𒌋𒌋 𒑆,,,,,
27,,𒌋𒌋𒐌,𒌋𒌋 𒐌,𒌋𒌋𒐌,,,,
270,,,𒐘 𒌍,,,,,
271,,,𒐘 𒌍 𒁹,,,,,
272,,,𒐘 𒌍 𒈫,,,,,
273,,,𒐘 𒌍 𒐈,,,,,
274,,,𒐘 𒌍 𒐉,,,,,
275,,,𒐘 𒌍 𒐊,,,,,
276,,,𒐘 𒌍 𒐋,,,,,
277,,,𒐘 𒌍 𒐌,,,,,
278,,,𒐘 𒌍 𒐍,,,,,
279,,,𒐘 𒌍 𒑆,,,,,
28,,𒌋𒌋𒐍,𒌋𒌋 𒐍,𒌋𒌋𒐍,,,,
280,,,𒐘 𒐏,,,,,
281,,,𒐘 𒐏 𒁹,,,,,
282,,,𒐘 𒐏 𒈫,,,,,
283,,,𒐘 𒐏 𒐈,,,,,
284,,,𒐘 𒐏 𒐉,,,,,
285,,,𒐘 𒐏 𒐊,,,,,
286,,,𒐘 𒐏 𒐋,,,,,
287,,,𒐘 𒐏 𒐌,,,,,
288,,,𒐘 𒐏 𒐍,,,,,
28800,,,𒐪,,,,,
289,,,𒐘 𒐏 𒑆,,,,,
29,,𒌋𒌋𒑆,𒌋𒌋 𒑆,𒌋𒌋𒑆,,,,
290,,,𒐘 𒐐,,,,,
291,,,𒐘 𒐐 𒁹,,,,,
292,,,𒐘 𒐐 𒈫,,,,,
293,,,𒐘 𒐐 𒐈,,,,,
294,,,𒐘 𒐐 𒐉,,,,,
295,,,𒐘 𒐐 𒐊,,,,,
296,,,𒐘 𒐐 𒐋,,,,,
297,,,𒐘 𒐐 𒐌,,,,,
298,,,𒐘 𒐐 𒐍,,,,,
299,,,𒐘 𒐐 𒑆,,,,,
2pi,,,,,𒑖,,,
3,,𒑑,𒐈,𒑑,𒐁。𒐈。𒐻。𒑋,,,
3 27,,,𒐈 𒌋𒌋 𒐌,,,,,
3 ki,,,𒐈 𒆠,,,,,
3(asz),𒐁,𒐁,𒐁,,,,,
3(asz)@v,𒐻,𒐻,,,,,,
3(asz@c),𒐁,𒐁,,,,,,
3(asz@c)@v,𒐻,𒐻,,,,,,
3(asz@t),𒑋,𒑋,,,,,,
3(asz@t@c),𒑋,𒑋,,,,,,
3(asz@v),𒐺,𒐺,,,,,,
3(asz@v@c),𒐺,𒐺,,,,,,
3(aš),𒐁,,𒐁,𒐁,,𒐁,,
3(aš)@v,𒐻,,,𒐻,,𒐻,,
3(aš@c),𒐁,,,𒐁,,𒐁,,
3(aš@c)@v,𒐻,,,𒐻,,𒐻,,
3(aš@c@90),,,,,,󰁋,,
3(aš@t),𒑋,,,𒑋,,𒑋,,
3(aš@t@c),𒑋,,,𒑋,,𒑋,,
3(aš@v),𒐺,,,𒐺,,𒀼,,
3(aš@v@c),𒐺,,,𒐺,,𒀼,,
3(aš~a),,𒐺,,𒐺,,𒀼,,
3(aš~b),,𒐻,,𒐻,,,,
3(ban2),𒑑,𒑑,,,,,,
3(ban2@c),𒑑,𒑑,,,,,,
3(ban₂),𒑑,,,𒑑,,𒑑,,
3(ban₂@c),𒑑,,,𒑑,,𒑑,,
3(ban₂@c)@v,,,,,,𒑑,,
3(barig),𒑗,,𒑗,𒑗,,𒑗,,
3(barig)~a,,,,,,󰁋,,
3(barig@c),𒑗,,,𒑗,,󰁋,,
3(barig@c)~a,,,,,,󰁉,,
3(barig@v),,,,,,𒑤𒑣,,
3(bariga),𒑗,,,𒑗,,𒑗,,
3(bariga)@v,,,,,,𒑤𒑣,,
3(bariga)~a,,,,,,󰁋,,
3(bariga@c),𒑗,,,𒑗,,󰁋,,
3(bariga@c)~a,,,,,,󰁉,,
3(bur'u),𒐶,𒐶,,,,,,
3(bur'u)@v,𒐷,𒐷,,,,,,
3(bur'u@c),𒐶,𒐶,,,,,,
3(bur'u@c)@v,𒐷,𒐷,,,,,,
3(bur3),𒌍,𒌍,,,,,,
3(bur3@c),𒌍,𒌍,,,,,,
3(buru),,𒐶,,𒐶,,,,
3(buru@v),,𒐷,,𒐷,,,,
3(burʾu),𒐶,,,𒐶,,𒐶,,
3(burʾu)@v,𒐷,,,𒐷,,𒐷,,
3(burʾu@c),𒐶,,,𒐶,,𒐶,,
3(burʾu@c)@v,𒐷,,,𒐷,,󰀔,,
3(bur₃),𒌍,,,𒌍,,𒌍,,
3(bur₃@c),𒌍,,,𒌍,,𒌍,,
3(disz),𒐈,𒐈,𒐈,,,,,
3(disz)_,,,𒐈,,,,,
3(disz@c),𒐈,𒐈,,,,,,
3(diš),𒐈,,𒐈,𒐈,,𒐈,,
3(diš)~a,,,,,,󰁂,,
3(diš@c),𒐈,,,𒐈,,󰁋,,
3(diš@c)@v,,,,,,𒐈,,
3(diš@c)~a,,,,,,󰁉,,
3(diš@t),,,,,,None。𒑋,,
3(diš@t@c),,,,,,None,,
3(eše₃),,,,,,󰀘,,
3(eše₃@c),,,,,,None,,
3(gesz'u),𒐠,𒐠,𒐠,,,,,
3(gesz'u@c),𒐠,𒐠,,,,,,
3(gesz2),𒐗,𒐗,,,,,,
3(gesz2@c),𒐗,𒐗,,,,,,
3(geszu),𒐠,𒐠,,,,,,
3(geszu@c),𒐠,𒐠,,,,,,
3(gešmin@c),,,,,,None,,
3(gešminʾu@c),,,,,,None,,
3(gešu),𒐠,,,𒐠,,𒐠,,
3(gešu@c),𒐠,,,𒐠,,𒐠,,
3(gešu@c)@v,,,,,,󰀧,,
3(gešʾu),𒐠,,,𒐠,,𒐠,,
3(gešʾu@c),𒐠,,,𒐠,,𒐠,,
3(gešʾu@c)@v,,,,,,󰀧,,
3(gešʾu@v),,,,,,󰀭,,
3(geš₂),𒐗,,,𒐗,,𒐗,,
3(geš₂@c),𒐗,,,𒐗,,𒐗,,
3(geš₂@c)@v,,,,,,󰀚,,
3(geš₂@c@90),,,,,,󰀝,,
3(geš₂@t),,,,,,󰀡,,
3(iku),𒐁,,,𒐁,,𒐁,,
3(iku)@v,𒐻,,,𒐻,,𒐻,,
3(iku@c),,,,,,𒐁,,
3(iku@t),,,,,,None。𒑋,,
3(szar'u),𒐮,𒐮,,,,,,
3(szar'u)@v,𒐯,𒐯,,,,,,
3(szar'u@c),𒐮,𒐮,,,,,,
3(szar'u@c)@v,𒐯,𒐯,,,,,,
3(szar2),𒐤,𒐤,,,,,,
3(szar2)@v,𒐥,𒐥,,,,,,
3(szar2@c),𒐤,𒐤,,,,,,
3(szar2@c)@v,𒐥,𒐥,,,,,,
3(szaru),𒐮,𒐮,,,,,,
3(szaru)@v,𒐯,𒐯,,,,,,
3(szaru@c),𒐮,𒐮,,,,,,
3(szaru@c)@v,𒐯,𒐯,,,,,,
3(u),𒌍,,𒌍,𒌍,,𒌍,,
3(u@c),𒌍,,,𒌍,,𒌍,,
3(u@c)@v,,,,,,󰀻,,
3(ŋešmin@c),,,,,,None,,
3(ŋešminʾu@c),,,,,,None,,
3(ŋešʾu),,,,,,𒐠,,
3(ŋešʾu@c),,,,,,𒐠,,
3(ŋešʾu@c)@v,,,,,,󰀧,,
3(ŋešʾu@v),,,,,,󰀭,,
3(ŋeš₂),,,,,,𒐗,,
3(ŋeš₂@c),,,,,,𒐗,,
3(ŋeš₂@c)@v,,,,,,󰀚,,
3(ŋeš₂@t),,,,,,󰀡,,
3(šargal),,,,,,𒐤,,
3(šargal@c),,,,,,𒐤,,
3(šargal@c)@v,,,,,,󰀲,,
3(šaru),𒐮,,,𒐮,,𒐮,,
3(šaru)@v,𒐯,,,𒐯,,𒐯,,
3(šaru)~a,,,,,,󰀾,,
3(šaru@c),𒐮,,,𒐮,,𒐮,,
3(šaru@c)@v,𒐯,,,𒐯,,󰀴,,
3(šaru@v),,𒐯,,𒐯,,󰀷,,
3(šarʾu),𒐮,,,𒐮,,𒐮,,
3(šarʾu)@v,𒐯,,,𒐯,,𒐯,,
3(šarʾu@c),𒐮,,,𒐮,,𒐮,,
3(šarʾu@c)@v,𒐯,,,𒐯,,󰀴,,
3(šarʾu@v),,,,,,󰀷,,
3(šar₂),𒐤,,,𒐤,,𒐤,,
3(šar₂)@v,𒐥,,,𒐥,,𒐥,,
3(šar₂@c),𒐤,,,𒐤,,𒐤,,
3(šar₂@c)@v,𒐥,,,𒐥,,󰀲,,
3/4(aš@c),,,,,,󰁋,,
3/4(iku),,,,,,𒍻,,
30,,𒌍,𒌍,𒌍,𒈫𒌍。𒌍,,,
300,,𒐙,𒐙,𒐙,𒐊,,,
301,,,𒐙 𒁹,,,,,
302,,,𒐙 𒈫,,,,,
303,,,𒐙 𒐈,,,,,
304,,,𒐙 𒐉,,,,,
305,,,𒐙 𒐊,,,,,
306,,,𒐙 𒐋,,,,,
307,,,𒐙 𒐌,,,,,
308,,,𒐙 𒐍,,,,,
309,,,𒐙 𒑆,,,,,
31,,𒌍𒁹,𒌍 𒁹,𒌍𒁹,,,,
310,,,𒐙 𒌋,,,,,
311,,,𒐙 𒌋 𒁹,,,,,
312,,,𒐙 𒌋 𒈫,,,,,
313,,,𒐙 𒌋 𒐈,,,,,
314,,,𒐙 𒌋 𒐉,,,,,
315,,,𒐙 𒌋 𒐊,,,,,
316,,,𒐙 𒌋 𒐋,,,,,
317,,,𒐙 𒌋 𒐌,,,,,
318,,,𒐙 𒌋 𒐍,,,,,
319,,,𒐙 𒌋 𒑆,,,,,
32,,𒌍𒈫,𒌍 𒈫,𒌍𒈫,,,,
320,,,𒐙 𒌋𒌋,,,,,
321,,,𒐙 𒌋𒌋 𒁹,,,,,
322,,,𒐙 𒌋𒌋 𒈫,,,,,
323,,,𒐙 𒌋𒌋 𒐈,,,,,
324,,,𒐙 𒌋𒌋 𒐉,,,,,
325,,,𒐙 𒌋𒌋 𒐊,,,,,
326,,,𒐙 𒌋𒌋 𒐋,,,,,
327,,,𒐙 𒌋𒌋 𒐌,,,,,
328,,,𒐙 𒌋𒌋 𒐍,,,,,
329,,,𒐙 𒌋𒌋 𒑆,,,,,
33,,𒌍𒐈,𒌍 𒐈,𒌍𒐈,,,,
330,,,𒐙 𒌍,,,,,
331,,,𒐙 𒌍 𒁹,,,,,
332,,,𒐙 𒌍 𒈫,,,,,
333,,,𒐙 𒌍 𒐈,,,,,
334,,,𒐙 𒌍 𒐉,,,,,
335,,,𒐙 𒌍 𒐊,,,,,
336,,,𒐙 𒌍 𒐋,,,,,
337,,,𒐙 𒌍 𒐌,,,,,
338,,,𒐙 𒌍 𒐍,,,,,
339,,,𒐙 𒌍 𒑆,,,,,
34,,𒌍𒐉,𒌍 𒐉,𒌍𒐉,,,,
340,,,𒐙 𒐏,,,,,
341,,,𒐙 𒐏 𒁹,,,,,
342,,,𒐙 𒐏 𒈫,,,,,
343,,,𒐙 𒐏 𒐈,,,,,
344,,,𒐙 𒐏 𒐉,,,,,
345,,,𒐙 𒐏 𒐊,,,,,
346,,,𒐙 𒐏 𒐋,,,,,
347,,,𒐙 𒐏 𒐌,,,,,
348,,,𒐙 𒐏 𒐍,,,,,
349,,,𒐙 𒐏 𒑆,,,,,
35,,𒌍𒐊,𒌍 𒐊,𒌍𒐊,,,,
350,,,𒐙 𒐐,,,,,
351,,,𒐙 𒐐 𒁹,,,,,
352,,,𒐙 𒐐 𒈫,,,,,
353,,,𒐙 𒐐 𒐈,,,,,
354,,,𒐙 𒐐 𒐉,,,,,
355,,,𒐙 𒐐 𒐊,,,,,
356,,,𒐙 𒐐 𒐋,,,,,
357,,,𒐙 𒐐 𒐌,,,,,
358,,,𒐙 𒐐 𒐍,,,,,
359,,,𒐙 𒐐 𒑆,,,,,
36,,𒌍𒐋,𒌍 𒐋,𒌍𒐋,,,,
360,,,𒐚,,𒐋,,,
3600,,𒊹,𒊹,𒊹,𒊹,,,
36000,,,𒐬,,,,,
361,,,𒐚 𒁹,,,,,
362,,,𒐚 𒈫,,,,,
363,,,𒐚 𒐈,,,,,
364,,,𒐚 𒐉,,,,,
365,,,𒐚 𒐊,,,,,
